"","FULLID","MODEL","EXPVAL","EXPERR","CASE","EALF","AFGE","FISSG1","FISSG2","FISSG3","CAPG1","CAPG2","CAPG3","AM241WPCT","AM243WPCT","PU238WPCT","PU239WPCT","PU240WPCT","PU241WPCT","PU242WPCT","U232WPCT","U233WPCT","U234WPCT","U235WPCT","U236WPCT","U238WPCT","PU_UPURATIO","MOD_COOLANT","MODRATIO_TYPE","MODRATIO","MODTOFUELRATIO","MODTOFISSRATIO","FISS","FORM","SPEC","CASETYPE"
"2163","PU-SOL-THERM-016-010",NA,0.9963,0.0033,"PU-SOL-THERM-016",0.169,0.297,0.894,0.093,0.013,0.745,0.231,0.024,4e-04,NA,1e-04,0.9543,0.0423,0.0032,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.1818,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2164","PU-SOL-THERM-016-011",NA,0.9963,0.0033,"PU-SOL-THERM-016",0.169,0.297,0.894,0.093,0.013,0.745,0.231,0.024,4e-04,NA,1e-04,0.9543,0.0423,0.0032,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.1818,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2165","PU-SOL-THERM-017-001",NA,0.9969,0.0038,"PU-SOL-THERM-017",0.169,0.297,0.894,0.093,0.013,0.744,0.232,0.024,4e-04,NA,1e-04,0.9544,0.0423,0.0031,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.181,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2166","PU-SOL-THERM-017-002",NA,0.9969,0.0038,"PU-SOL-THERM-017",0.169,0.297,0.894,0.093,0.013,0.745,0.231,0.024,4e-04,NA,1e-04,0.9544,0.0423,0.0031,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.181,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2167","PU-SOL-THERM-017-003",NA,0.9969,0.0038,"PU-SOL-THERM-017",0.169,0.297,0.894,0.093,0.013,0.745,0.231,0.024,4e-04,NA,1e-04,0.9544,0.0423,0.0031,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.181,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2168","PU-SOL-THERM-017-004",NA,0.9969,0.0038,"PU-SOL-THERM-017",0.169,0.297,0.894,0.093,0.013,0.745,0.231,0.024,4e-04,NA,1e-04,0.9544,0.0423,0.0031,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.181,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2169","PU-SOL-THERM-017-005",NA,0.9969,0.0038,"PU-SOL-THERM-017",0.169,0.297,0.894,0.093,0.013,0.744,0.232,0.024,4e-04,NA,1e-04,0.9544,0.0423,0.0031,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.181,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2170","PU-SOL-THERM-017-006",NA,0.9969,0.0038,"PU-SOL-THERM-017",0.169,0.297,0.894,0.093,0.013,0.744,0.232,0.024,4e-04,NA,1e-04,0.9544,0.0423,0.0031,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.181,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2171","PU-SOL-THERM-017-007",NA,0.9969,0.0038,"PU-SOL-THERM-017",0.169,0.298,0.894,0.093,0.013,0.743,0.233,0.024,4e-04,NA,1e-04,0.9544,0.0423,0.0031,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.181,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2172","PU-SOL-THERM-017-008",NA,0.9969,0.0038,"PU-SOL-THERM-017",0.169,0.297,0.894,0.093,0.013,0.744,0.232,0.024,4e-04,NA,1e-04,0.9544,0.0423,0.0031,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.181,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2173","PU-SOL-THERM-017-009",NA,0.9969,0.0038,"PU-SOL-THERM-017",0.169,0.297,0.894,0.093,0.013,0.744,0.232,0.024,4e-04,NA,1e-04,0.9544,0.0423,0.0031,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.181,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2174","PU-SOL-THERM-017-010",NA,0.9969,0.0038,"PU-SOL-THERM-017",0.169,0.298,0.894,0.093,0.013,0.744,0.232,0.024,4e-04,NA,1e-04,0.9544,0.0423,0.0031,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.181,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2175","PU-SOL-THERM-017-011",NA,0.9969,0.0038,"PU-SOL-THERM-017",0.169,0.297,0.894,0.093,0.013,0.744,0.232,0.024,4e-04,NA,1e-04,0.9544,0.0423,0.0031,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.181,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2176","PU-SOL-THERM-017-012",NA,0.9969,0.0038,"PU-SOL-THERM-017",0.169,0.297,0.894,0.093,0.013,0.745,0.231,0.024,4e-04,NA,1e-04,0.9544,0.0423,0.0031,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.181,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2177","PU-SOL-THERM-017-013",NA,0.9969,0.0038,"PU-SOL-THERM-017",0.169,0.297,0.894,0.093,0.013,0.744,0.232,0.024,4e-04,NA,1e-04,0.9544,0.0423,0.0031,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.181,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2178","PU-SOL-THERM-017-014",NA,0.9969,0.0038,"PU-SOL-THERM-017",0.169,0.298,0.894,0.093,0.013,0.744,0.232,0.024,4e-04,NA,1e-04,0.9544,0.0423,0.0031,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.181,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2179","PU-SOL-THERM-017-015",NA,0.9969,0.0038,"PU-SOL-THERM-017",0.169,0.297,0.894,0.093,0.013,0.745,0.231,0.024,4e-04,NA,1e-04,0.9544,0.0423,0.0031,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.181,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2180","PU-SOL-THERM-017-016",NA,0.9969,0.0038,"PU-SOL-THERM-017",0.169,0.297,0.894,0.093,0.013,0.745,0.231,0.024,4e-04,NA,1e-04,0.9544,0.0423,0.0031,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.181,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2181","PU-SOL-THERM-017-017",NA,0.9969,0.0038,"PU-SOL-THERM-017",0.169,0.297,0.894,0.093,0.013,0.745,0.231,0.024,4e-04,NA,1e-04,0.9544,0.0423,0.0031,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.181,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2182","PU-SOL-THERM-017-018",NA,0.9969,0.0038,"PU-SOL-THERM-017",0.169,0.297,0.894,0.093,0.013,0.744,0.232,0.024,4e-04,NA,1e-04,0.9544,0.0423,0.0031,2e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,210.181,219.4756,"PU","SOL","THERM","PU-SOL-THERM"
"2183","PU-SOL-THERM-018-001",NA,1,0.0034,"PU-SOL-THERM-018",0.17,0.313,0.878,0.105,0.016,0.558,0.421,0.021,0.0107,NA,0.002,0.4135,0.4287,0.1088,0.047,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,155.9208,301.4425,"PU","SOL","THERM","PU-SOL-THERM"
"2184","PU-SOL-THERM-018-002",NA,1,0.0034,"PU-SOL-THERM-018",0.132,0.26,0.9,0.086,0.013,0.594,0.387,0.019,0.0107,NA,0.002,0.4135,0.4287,0.1088,0.047,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,194.9567,376.9093,"PU","SOL","THERM","PU-SOL-THERM"
"2185","PU-SOL-THERM-018-003",NA,1,0.0032,"PU-SOL-THERM-018",0.111,0.229,0.915,0.074,0.011,0.622,0.361,0.017,0.0107,NA,0.002,0.4134,0.4287,0.1088,0.047,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,232.3476,449.2068,"PU","SOL","THERM","PU-SOL-THERM"
"2186","PU-SOL-THERM-018-004",NA,1,0.003,"PU-SOL-THERM-018",0.0955,0.197,0.927,0.064,0.009,0.648,0.336,0.016,0.0107,NA,0.002,0.4135,0.4287,0.1088,0.047,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,275.4619,532.5511,"PU","SOL","THERM","PU-SOL-THERM"
"2187","PU-SOL-THERM-018-005",NA,1,0.003,"PU-SOL-THERM-018",0.0855,0.169,0.935,0.056,0.008,0.669,0.316,0.015,0.0107,NA,0.002,0.4135,0.4287,0.1088,0.047,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,315.9651,610.8542,"PU","SOL","THERM","PU-SOL-THERM"
"2188","PU-SOL-THERM-018-006",NA,1,0.0031,"PU-SOL-THERM-018",0.0761,0.144,0.944,0.049,0.007,0.693,0.292,0.014,0.0107,NA,0.002,0.4135,0.4287,0.1088,0.047,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,371.6728,718.5551,"PU","SOL","THERM","PU-SOL-THERM"
"2189","PU-SOL-THERM-018-007",NA,1,0.0032,"PU-SOL-THERM-018",0.0687,0.125,0.951,0.043,0.006,0.717,0.27,0.013,0.0107,NA,0.002,0.4135,0.4287,0.1088,0.047,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,435.3083,841.5847,"PU","SOL","THERM","PU-SOL-THERM"
"2190","PU-SOL-THERM-018-008",NA,1,0.0033,"PU-SOL-THERM-018",0.0614,0.108,0.959,0.036,0.005,0.745,0.243,0.012,0.0107,NA,0.002,0.4135,0.4287,0.1088,0.047,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,530.3398,1025.3109,"PU","SOL","THERM","PU-SOL-THERM"
"2191","PU-SOL-THERM-018-009",NA,1,0.0034,"PU-SOL-THERM-018",0.0569,0.0969,0.964,0.032,0.005,0.766,0.223,0.011,0.0107,NA,0.002,0.4135,0.4287,0.1088,0.047,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,605.6657,1191.9433,"PU","SOL","THERM","PU-SOL-THERM"
"2192","PU-SOL-THERM-020-001",NA,1,0.0059,"PU-SOL-THERM-020",0.065,0.111,0.962,0.034,0.004,0.879,0.1,0.021,NA,NA,1e-04,0.9501,0.0467,0.0031,1e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,603.5727,633.0972,"PU","SOL","THERM","PU-SOL-THERM"
"2193","PU-SOL-THERM-020-002",NA,1,0.0059,"PU-SOL-THERM-020",0.0642,0.11,0.963,0.033,0.004,0.882,0.098,0.02,NA,NA,1e-04,0.9501,0.0467,0.0031,1e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,621.1163,651.4985,"PU","SOL","THERM","PU-SOL-THERM"
"2194","PU-SOL-THERM-020-003",NA,1,0.0059,"PU-SOL-THERM-020",0.0587,0.0968,0.968,0.028,0.004,0.899,0.085,0.016,NA,NA,1e-04,0.9501,0.0467,0.0031,1e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,747.1825,783.7313,"PU","SOL","THERM","PU-SOL-THERM"
"2195","PU-SOL-THERM-020-004",NA,1,0.0059,"PU-SOL-THERM-020",0.0753,0.135,0.952,0.042,0.006,0.851,0.121,0.028,NA,NA,1e-04,0.9501,0.0467,0.0031,1e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,462.515,485.14,"PU","SOL","THERM","PU-SOL-THERM"
"2196","PU-SOL-THERM-020-005",NA,1,0.0059,"PU-SOL-THERM-020",0.0782,0.142,0.95,0.044,0.006,0.845,0.128,0.027,NA,NA,1e-04,0.9501,0.0467,0.0031,1e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,451.854,473.9573,"PU","SOL","THERM","PU-SOL-THERM"
"2197","PU-SOL-THERM-020-006",NA,1,0.0059,"PU-SOL-THERM-020",0.0603,0.101,0.967,0.03,0.003,0.895,0.089,0.016,NA,NA,1e-04,0.9501,0.0467,0.0031,1e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,723.8484,759.2561,"PU","SOL","THERM","PU-SOL-THERM"
"2198","PU-SOL-THERM-020-007",NA,1,0.0059,"PU-SOL-THERM-020",0.106,0.209,0.931,0.061,0.008,0.801,0.174,0.025,NA,NA,1e-04,0.9501,0.0467,0.0031,1e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,342.9592,359.7353,"PU","SOL","THERM","PU-SOL-THERM"
"2199","PU-SOL-THERM-020-008",NA,1,0.0059,"PU-SOL-THERM-020",0.0761,0.135,0.953,0.042,0.005,0.858,0.125,0.017,NA,NA,1e-04,0.9501,0.0467,0.0031,1e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,540.1149,566.535,"PU","SOL","THERM","PU-SOL-THERM"
"2200","PU-SOL-THERM-021-001",NA,1,0.0032,"PU-SOL-THERM-021",0.0663,0.113,0.961,0.035,0.004,0.882,0.103,0.015,NA,NA,1e-04,0.9503,0.0467,0.0028,1e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,666.9933,699.6347,"PU","SOL","THERM","PU-SOL-THERM"
"2201","PU-SOL-THERM-021-002",NA,1,0.0032,"PU-SOL-THERM-021",0.0621,0.105,0.965,0.031,0.004,0.893,0.093,0.014,NA,NA,1e-04,0.9503,0.0467,0.0028,1e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,758.238,795.2742,"PU","SOL","THERM","PU-SOL-THERM"
"2202","PU-SOL-THERM-021-003",NA,1,0.0065,"PU-SOL-THERM-021",0.321,0.489,0.834,0.145,0.021,0.649,0.316,0.035,NA,NA,1e-04,0.9503,0.0467,0.0028,1e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,125.306,131.4381,"PU","SOL","THERM","PU-SOL-THERM"
"2203","PU-SOL-THERM-021-005",NA,1,0.0025,"PU-SOL-THERM-021",0.0512,0.0749,0.976,0.021,0.003,0.925,0.063,0.012,NA,NA,1e-04,0.9503,0.0467,0.0028,1e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,1068.5627,1120.8553,"PU","SOL","THERM","PU-SOL-THERM"
"2204","PU-SOL-THERM-021-006",NA,1,0.0044,"PU-SOL-THERM-021",0.0686,0.12,0.958,0.037,0.005,0.865,0.106,0.029,NA,NA,1e-04,0.9503,0.0467,0.0028,1e-04,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,552.3805,579.4131,"PU","SOL","THERM","PU-SOL-THERM"
"2205","PU-SOL-THERM-022-001",NA,1,0.002,"PU-SOL-THERM-022",0.214,0.364,0.865,0.118,0.017,0.595,0.381,0.024,0.0048,NA,NA,0.7423,0.1889,0.0575,0.0114,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,147.1097,184.6761,"PU","SOL","THERM","PU-SOL-THERM"
"2206","PU-SOL-THERM-022-002",NA,1,0.0016,"PU-SOL-THERM-022",0.132,0.253,0.908,0.081,0.011,0.661,0.319,0.02,0.0048,NA,NA,0.7423,0.1889,0.0575,0.0114,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,229.2956,287.8483,"PU","SOL","THERM","PU-SOL-THERM"
"2207","PU-SOL-THERM-022-003",NA,1,0.0015,"PU-SOL-THERM-022",0.0837,0.157,0.943,0.05,0.007,0.74,0.244,0.016,0.0048,NA,NA,0.7423,0.1889,0.0575,0.0114,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,398.6615,500.465,"PU","SOL","THERM","PU-SOL-THERM"
"2208","PU-SOL-THERM-022-004",NA,1,0.0017,"PU-SOL-THERM-022",0.0734,0.132,0.952,0.043,0.005,0.767,0.218,0.015,0.0048,NA,NA,0.7423,0.1889,0.0575,0.0114,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,487.2701,611.7027,"PU","SOL","THERM","PU-SOL-THERM"
"2209","PU-SOL-THERM-022-005",NA,1,0.0019,"PU-SOL-THERM-022",0.0646,0.112,0.96,0.035,0.005,0.798,0.187,0.015,0.0048,NA,NA,0.7423,0.1889,0.0575,0.0114,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,610.7861,766.7573,"PU","SOL","THERM","PU-SOL-THERM"
"2210","PU-SOL-THERM-022-006",NA,1,0.0021,"PU-SOL-THERM-022",0.0606,0.103,0.964,0.032,0.004,0.812,0.173,0.015,0.0048,NA,NA,0.7423,0.1889,0.0575,0.0114,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,694.3975,871.7246,"PU","SOL","THERM","PU-SOL-THERM"
"2211","PU-SOL-THERM-022-007",NA,1,0.0021,"PU-SOL-THERM-022",0.0582,0.0968,0.966,0.03,0.004,0.824,0.162,0.014,0.0048,NA,NA,0.7423,0.1889,0.0575,0.0114,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,756.0644,949.1406,"PU","SOL","THERM","PU-SOL-THERM"
"2212","PU-SOL-THERM-022-008",NA,1,0.0023,"PU-SOL-THERM-022",0.0563,0.0912,0.968,0.028,0.004,0.832,0.154,0.014,0.0048,NA,NA,0.7423,0.1889,0.0575,0.0114,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,815.0121,1023.1366,"PU","SOL","THERM","PU-SOL-THERM"
"2213","PU-SOL-THERM-022-009",NA,1,0.0024,"PU-SOL-THERM-022",0.0547,0.0863,0.97,0.027,0.003,0.841,0.146,0.013,0.0048,NA,NA,0.7423,0.1889,0.0575,0.0114,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,872.1829,1094.9076,"PU","SOL","THERM","PU-SOL-THERM"
"2214","PU-SOL-THERM-022-010",NA,1,0.0019,"PU-SOL-THERM-022",0.228,0.383,0.859,0.124,0.017,0.586,0.391,0.023,0.0048,NA,NA,0.7423,0.1889,0.0575,0.0114,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,138.372,173.7067,"PU","SOL","THERM","PU-SOL-THERM"
"2215","PU-SOL-THERM-022-011",NA,1,0.0018,"PU-SOL-THERM-022",0.178,0.315,0.882,0.103,0.015,0.618,0.36,0.022,0.0048,NA,NA,0.7423,0.1889,0.0575,0.0114,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,171.3938,215.1614,"PU","SOL","THERM","PU-SOL-THERM"
"2216","PU-SOL-THERM-022-012",NA,1,0.0016,"PU-SOL-THERM-022",0.13,0.251,0.909,0.08,0.011,0.662,0.319,0.019,0.0048,NA,NA,0.7423,0.1889,0.0575,0.0114,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,229.9993,288.7335,"PU","SOL","THERM","PU-SOL-THERM"
"2217","PU-SOL-THERM-022-013",NA,1,0.0016,"PU-SOL-THERM-022",0.108,0.22,0.924,0.067,0.009,0.691,0.29,0.019,0.0048,NA,NA,0.7424,0.1889,0.0575,0.0112,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,282.6232,354.7281,"PU","SOL","THERM","PU-SOL-THERM"
"2218","PU-SOL-THERM-022-014",NA,1,0.0016,"PU-SOL-THERM-022",0.0959,0.189,0.933,0.059,0.008,0.713,0.269,0.018,0.0048,NA,NA,0.7423,0.1889,0.0575,0.0114,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,329.1117,413.1548,"PU","SOL","THERM","PU-SOL-THERM"
"2219","PU-SOL-THERM-022-015",NA,1,0.0016,"PU-SOL-THERM-022",0.0827,0.155,0.944,0.05,0.006,0.741,0.242,0.017,0.0048,NA,NA,0.7423,0.1889,0.0575,0.0114,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,402.3635,505.112,"PU","SOL","THERM","PU-SOL-THERM"
"2220","PU-SOL-THERM-022-016",NA,1,0.0017,"PU-SOL-THERM-022",0.0779,0.143,0.948,0.046,0.006,0.754,0.229,0.017,0.0048,NA,NA,0.7423,0.1889,0.0575,0.0114,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,441.2376,553.9124,"PU","SOL","THERM","PU-SOL-THERM"
"2221","PU-SOL-THERM-022-017",NA,1,0.0017,"PU-SOL-THERM-022",0.0759,0.138,0.95,0.045,0.005,0.759,0.224,0.017,0.0048,NA,NA,0.7423,0.1889,0.0575,0.0114,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)",NA,NA,459.1664,576.4233,"PU","SOL","THERM","PU-SOL-THERM"
"2222","PU-SOL-THERM-024-001",NA,1,0.0062,"PU-SOL-THERM-024",0.497,0.714,0.783,0.189,0.028,0.504,0.468,0.028,0.0028,NA,0.0019,0.7592,0.184,0.0453,0.0096,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,87.4749,108.9483,"PU","SOL","THERM","PU-SOL-THERM"
"2223","PU-SOL-THERM-024-002",NA,1,0.0062,"PU-SOL-THERM-024",0.488,0.704,0.785,0.187,0.028,0.506,0.466,0.028,0.0028,NA,0.0019,0.7592,0.184,0.0453,0.0096,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,87.4749,108.9483,"PU","SOL","THERM","PU-SOL-THERM"
"2224","PU-SOL-THERM-024-003",NA,1,0.0062,"PU-SOL-THERM-024",0.486,0.702,0.784,0.187,0.029,0.505,0.466,0.029,0.0028,NA,0.0019,0.7592,0.184,0.0453,0.0096,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,87.4749,108.9483,"PU","SOL","THERM","PU-SOL-THERM"
"2225","PU-SOL-THERM-024-004",NA,1,0.0062,"PU-SOL-THERM-024",0.482,0.697,0.785,0.186,0.029,0.507,0.465,0.028,0.0028,NA,0.0019,0.7592,0.184,0.0453,0.0096,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,87.4749,108.9483,"PU","SOL","THERM","PU-SOL-THERM"
"2226","PU-SOL-THERM-024-005",NA,1,0.0062,"PU-SOL-THERM-024",0.482,0.697,0.785,0.186,0.029,0.507,0.465,0.028,0.0028,NA,0.0019,0.7592,0.184,0.0453,0.0096,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,87.4749,108.9483,"PU","SOL","THERM","PU-SOL-THERM"
"2227","PU-SOL-THERM-024-006",NA,1,0.0077,"PU-SOL-THERM-024",1.87,2.28,0.634,0.312,0.054,0.392,0.572,0.036,0.0028,NA,0.0019,0.7592,0.184,0.0453,0.0096,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,44.9129,55.9382,"PU","SOL","THERM","PU-SOL-THERM"
"2228","PU-SOL-THERM-024-007",NA,1,0.0053,"PU-SOL-THERM-024",0.237,0.391,0.858,0.124,0.018,0.584,0.393,0.023,0.0028,NA,0.0019,0.7592,0.184,0.0453,0.0096,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,143.8757,179.1946,"PU","SOL","THERM","PU-SOL-THERM"
"2229","PU-SOL-THERM-024-008",NA,1,0.0053,"PU-SOL-THERM-024",0.235,0.389,0.859,0.124,0.017,0.585,0.392,0.023,0.0028,NA,0.0019,0.7592,0.184,0.0453,0.0096,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,143.8757,179.1946,"PU","SOL","THERM","PU-SOL-THERM"
"2230","PU-SOL-THERM-024-009",NA,1,0.0053,"PU-SOL-THERM-024",0.234,0.388,0.859,0.123,0.018,0.586,0.391,0.023,0.0028,NA,0.0019,0.7592,0.184,0.0453,0.0096,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,143.8757,179.1946,"PU","SOL","THERM","PU-SOL-THERM"
"2231","PU-SOL-THERM-024-010",NA,1,0.0053,"PU-SOL-THERM-024",0.232,0.386,0.86,0.123,0.017,0.587,0.39,0.023,0.0028,NA,0.0019,0.7592,0.184,0.0453,0.0096,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,143.8757,179.1946,"PU","SOL","THERM","PU-SOL-THERM"
"2232","PU-SOL-THERM-024-011",NA,1,0.0053,"PU-SOL-THERM-024",0.231,0.384,0.86,0.122,0.018,0.588,0.389,0.023,0.0028,NA,0.0019,0.7592,0.184,0.0453,0.0096,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,143.8757,179.1946,"PU","SOL","THERM","PU-SOL-THERM"
"2233","PU-SOL-THERM-024-012",NA,1,0.0053,"PU-SOL-THERM-024",0.23,0.383,0.86,0.122,0.018,0.588,0.39,0.022,0.0028,NA,0.0019,0.7592,0.184,0.0453,0.0096,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,143.8757,179.1946,"PU","SOL","THERM","PU-SOL-THERM"
"2234","PU-SOL-THERM-024-013",NA,1,0.0053,"PU-SOL-THERM-024",0.23,0.383,0.86,0.122,0.018,0.588,0.389,0.023,0.0028,NA,0.0019,0.7592,0.184,0.0453,0.0096,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,143.8757,179.1946,"PU","SOL","THERM","PU-SOL-THERM"
"2235","PU-SOL-THERM-024-014",NA,1,0.0053,"PU-SOL-THERM-024",0.313,0.489,0.832,0.146,0.022,0.537,0.442,0.021,0.0021,NA,7e-04,0.7182,0.2319,0.0396,0.0097,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,115.7509,152.9177,"PU","SOL","THERM","PU-SOL-THERM"
"2236","PU-SOL-THERM-024-015",NA,1,0.0053,"PU-SOL-THERM-024",0.311,0.486,0.833,0.145,0.022,0.538,0.441,0.021,0.0021,NA,7e-04,0.7182,0.2319,0.0396,0.0097,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,115.7509,152.9177,"PU","SOL","THERM","PU-SOL-THERM"
"2237","PU-SOL-THERM-024-016",NA,1,0.0053,"PU-SOL-THERM-024",0.308,0.484,0.834,0.144,0.022,0.54,0.44,0.02,0.0021,NA,7e-04,0.7182,0.2319,0.0396,0.0097,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,115.7509,152.9177,"PU","SOL","THERM","PU-SOL-THERM"
"2238","PU-SOL-THERM-024-017",NA,1,0.0053,"PU-SOL-THERM-024",0.305,0.479,0.834,0.144,0.022,0.54,0.44,0.02,0.0021,NA,7e-04,0.7182,0.2319,0.0396,0.0097,NA,NA,NA,NA,NA,NA,1,"Water (Light Water)","H/Pu",NA,115.7509,152.9177,"PU","SOL","THERM","PU-SOL-THERM"
