"","FULLID","MODEL","EXPVAL","EXPERR","CASE","EALF","AFGE","FISSG1","FISSG2","FISSG3","CAPG1","CAPG2","CAPG3","AM241WPCT","AM243WPCT","PU238WPCT","PU239WPCT","PU240WPCT","PU241WPCT","PU242WPCT","U232WPCT","U233WPCT","U234WPCT","U235WPCT","U236WPCT","U238WPCT","PU_UPURATIO","MOD_COOLANT","MODRATIO_TYPE","MODRATIO","MODTOFUELRATIO","MODTOFISSRATIO","FISS","FORM","SPEC","CASETYPE"
"694","HEU-SOL-THERM-025-002",NA,1.0007,0.0025,"HEU-SOL-THERM-025",0.0406,0.0635,0.961,0.036,0.003,0.921,0.063,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,495.45,555.762,"HEU","SOL","THERM","HEU-SOL-THERM"
"695","HEU-SOL-THERM-025-003",NA,1.0002,0.0064,"HEU-SOL-THERM-025",0.0428,0.0697,0.957,0.04,0.003,0.94,0.048,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,501.9502,563.0501,"HEU","SOL","THERM","HEU-SOL-THERM"
"696","HEU-SOL-THERM-025-004",NA,1.0003,0.0027,"HEU-SOL-THERM-025",0.0415,0.0662,0.959,0.038,0.003,0.917,0.067,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,476.6071,534.6246,"HEU","SOL","THERM","HEU-SOL-THERM"
"697","HEU-SOL-THERM-025-005",NA,1.0013,0.003,"HEU-SOL-THERM-025",0.0488,0.0926,0.946,0.05,0.004,0.882,0.098,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,327.8767,367.789,"HEU","SOL","THERM","HEU-SOL-THERM"
"698","HEU-SOL-THERM-025-006",NA,1.0002,0.0067,"HEU-SOL-THERM-025",0.043,0.0707,0.957,0.04,0.003,0.938,0.05,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,522.5092,586.1116,"HEU","SOL","THERM","HEU-SOL-THERM"
"699","HEU-SOL-THERM-025-007",NA,1.0009,0.0073,"HEU-SOL-THERM-025",0.0473,0.0855,0.948,0.048,0.004,0.928,0.059,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,374.4619,420.0452,"HEU","SOL","THERM","HEU-SOL-THERM"
"700","HEU-SOL-THERM-025-008",NA,1,0.0067,"HEU-SOL-THERM-025",0.0487,0.0908,0.946,0.05,0.004,0.931,0.057,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,360.7295,404.6408,"HEU","SOL","THERM","HEU-SOL-THERM"
"701","HEU-SOL-THERM-025-009",NA,1.0002,0.0065,"HEU-SOL-THERM-025",0.0553,0.112,0.935,0.06,0.005,0.914,0.072,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,262.7809,294.7693,"HEU","SOL","THERM","HEU-SOL-THERM"
"702","HEU-SOL-THERM-025-010",NA,1.0003,0.0043,"HEU-SOL-THERM-025",0.0708,0.158,0.912,0.081,0.007,0.895,0.09,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,173.185,194.2668,"HEU","SOL","THERM","HEU-SOL-THERM"
"703","HEU-SOL-THERM-025-011",NA,1.0002,0.0045,"HEU-SOL-THERM-025",0.0715,0.16,0.911,0.082,0.007,0.901,0.085,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,172.0917,193.0401,"HEU","SOL","THERM","HEU-SOL-THERM"
"704","HEU-SOL-THERM-025-012",NA,1.0002,0.0045,"HEU-SOL-THERM-025",0.0877,0.216,0.892,0.099,0.009,0.886,0.099,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,130.6625,146.568,"HEU","SOL","THERM","HEU-SOL-THERM"
"705","HEU-SOL-THERM-025-013",NA,1.0009,0.0047,"HEU-SOL-THERM-025",0.0888,0.218,0.89,0.101,0.009,0.891,0.095,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,127.4782,142.9962,"HEU","SOL","THERM","HEU-SOL-THERM"
"706","HEU-SOL-THERM-025-014",NA,1.0008,0.0053,"HEU-SOL-THERM-025",0.118,0.27,0.862,0.127,0.011,0.86,0.125,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,85.7964,96.2405,"HEU","SOL","THERM","HEU-SOL-THERM"
"707","HEU-SOL-THERM-025-015",NA,1.0002,0.0058,"HEU-SOL-THERM-025",0.112,0.261,0.866,0.123,0.011,0.867,0.118,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,87.5272,98.1818,"HEU","SOL","THERM","HEU-SOL-THERM"
"708","HEU-SOL-THERM-025-016",NA,1,0.0049,"HEU-SOL-THERM-025",0.184,0.386,0.815,0.169,0.016,0.814,0.167,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,55.1377,61.8496,"HEU","SOL","THERM","HEU-SOL-THERM"
"709","HEU-SOL-THERM-025-017",NA,1,0.0055,"HEU-SOL-THERM-025",0.17,0.365,0.821,0.164,0.015,0.826,0.156,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,55.8794,62.6816,"HEU","SOL","THERM","HEU-SOL-THERM"
"710","HEU-SOL-THERM-025-018",NA,1,0.0061,"HEU-SOL-THERM-025",0.161,0.352,0.825,0.16,0.015,0.832,0.151,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,55.751,62.5376,"HEU","SOL","THERM","HEU-SOL-THERM"
"711","HEU-SOL-THERM-026-001","Detailed Model",0.9988,0.0084,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"712","HEU-SOL-THERM-026-001","Simplified Model",0.9996,0.0084,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"713","HEU-SOL-THERM-026-002","Detailed Model",0.9987,0.0086,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"714","HEU-SOL-THERM-026-002","Simplified Model",1.0009,0.0086,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"715","HEU-SOL-THERM-026-003","Detailed Model",0.9986,0.0083,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"716","HEU-SOL-THERM-026-003","Simplified Model",1.0003,0.0083,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"717","HEU-SOL-THERM-026-004","Detailed Model",0.9985,0.0085,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"718","HEU-SOL-THERM-026-004","Simplified Model",1.0004,0.0085,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"719","HEU-SOL-THERM-026-005","Detailed Model",0.9984,0.0086,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"720","HEU-SOL-THERM-026-005","Simplified Model",0.9993,0.0086,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"721","HEU-SOL-THERM-026-006","Detailed Model",0.999,0.009,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"722","HEU-SOL-THERM-026-006","Simplified Model",0.9998,0.009,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"723","HEU-SOL-THERM-026-007","Detailed Model",0.9982,0.0079,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"724","HEU-SOL-THERM-026-007","Simplified Model",0.9991,0.0079,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"725","HEU-SOL-THERM-026-008","Detailed Model",1.0002,0.0085,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"726","HEU-SOL-THERM-026-008","Simplified Model",1.0011,0.0085,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"727","HEU-SOL-THERM-026-009","Detailed Model",0.999,0.0081,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"728","HEU-SOL-THERM-026-009","Simplified Model",1.0001,0.0081,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"729","HEU-SOL-THERM-026-010","Detailed Model",0.9977,0.0085,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"730","HEU-SOL-THERM-026-010","Simplified Model",1.0028,0.0085,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"731","HEU-SOL-THERM-026-011","Detailed Model",0.9985,0.0086,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"732","HEU-SOL-THERM-026-011","Simplified Model",1.0008,0.0086,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"733","HEU-SOL-THERM-026-012","Detailed Model",0.9982,0.0085,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"734","HEU-SOL-THERM-026-012","Simplified Model",0.9968,0.0085,"HEU-SOL-THERM-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9322,0.0043,0.0537,0,"Water (Light Water)","H/U",63.7,NA,NA,"HEU","SOL","THERM","HEU-SOL-THERM"
"735","HEU-SOL-THERM-027-001",NA,1,0.0046,"HEU-SOL-THERM-027",0.0742,0.173,0.908,0.084,0.008,0.793,0.177,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,181.5997,203.6147,"HEU","SOL","THERM","HEU-SOL-THERM"
"736","HEU-SOL-THERM-027-002",NA,1,0.0043,"HEU-SOL-THERM-027",0.0749,0.176,0.907,0.085,0.008,0.557,0.404,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,181.5997,203.6147,"HEU","SOL","THERM","HEU-SOL-THERM"
"737","HEU-SOL-THERM-027-003",NA,1,0.0037,"HEU-SOL-THERM-027",0.0751,0.176,0.907,0.085,0.008,0.503,0.446,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,181.5997,203.6147,"HEU","SOL","THERM","HEU-SOL-THERM"
"738","HEU-SOL-THERM-027-004",NA,1,0.0037,"HEU-SOL-THERM-027",0.0754,0.178,0.906,0.086,0.008,0.466,0.471,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,181.5997,203.6147,"HEU","SOL","THERM","HEU-SOL-THERM"
"739","HEU-SOL-THERM-027-005",NA,1,0.0044,"HEU-SOL-THERM-027",0.0757,0.179,0.905,0.086,0.009,0.447,0.482,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,181.5997,203.6147,"HEU","SOL","THERM","HEU-SOL-THERM"
"740","HEU-SOL-THERM-027-006",NA,1,0.0043,"HEU-SOL-THERM-027",0.0747,0.175,0.907,0.085,0.008,0.864,0.118,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,181.5997,203.6147,"HEU","SOL","THERM","HEU-SOL-THERM"
"741","HEU-SOL-THERM-027-007",NA,1,0.0038,"HEU-SOL-THERM-027",0.0747,0.175,0.907,0.085,0.008,0.886,0.099,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,181.5997,203.6147,"HEU","SOL","THERM","HEU-SOL-THERM"
"742","HEU-SOL-THERM-027-008",NA,1,0.0035,"HEU-SOL-THERM-027",0.0747,0.175,0.907,0.085,0.008,0.9,0.087,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,181.5997,203.6147,"HEU","SOL","THERM","HEU-SOL-THERM"
"743","HEU-SOL-THERM-027-009",NA,1,0.0039,"HEU-SOL-THERM-027",0.075,0.175,0.907,0.085,0.008,0.904,0.083,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,181.5997,203.6147,"HEU","SOL","THERM","HEU-SOL-THERM"
"744","HEU-SOL-THERM-028-001",NA,1,0.0023,"HEU-SOL-THERM-028",0.0473,0.0864,0.949,0.047,0.004,0.889,0.092,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,334.0666,374.5647,"HEU","SOL","THERM","HEU-SOL-THERM"
"745","HEU-SOL-THERM-028-002",NA,1,0.0034,"HEU-SOL-THERM-028",0.0478,0.0888,0.947,0.049,0.004,0.708,0.263,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,334.0666,374.5647,"HEU","SOL","THERM","HEU-SOL-THERM"
"746","HEU-SOL-THERM-028-003",NA,1,0.0026,"HEU-SOL-THERM-028",0.0473,0.0867,0.948,0.047,0.004,0.889,0.092,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,334.0666,374.5647,"HEU","SOL","THERM","HEU-SOL-THERM"
"747","HEU-SOL-THERM-028-004",NA,1,0.0028,"HEU-SOL-THERM-028",0.0478,0.0888,0.947,0.048,0.004,0.685,0.285,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,334.0666,374.5647,"HEU","SOL","THERM","HEU-SOL-THERM"
"748","HEU-SOL-THERM-028-005",NA,1,0.0031,"HEU-SOL-THERM-028",0.0474,0.0871,0.948,0.048,0.004,0.888,0.093,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,334.0666,374.5647,"HEU","SOL","THERM","HEU-SOL-THERM"
"749","HEU-SOL-THERM-028-006",NA,1,0.0023,"HEU-SOL-THERM-028",0.0478,0.089,0.947,0.049,0.004,0.673,0.297,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,334.0666,374.5647,"HEU","SOL","THERM","HEU-SOL-THERM"
"750","HEU-SOL-THERM-028-007",NA,1,0.0038,"HEU-SOL-THERM-028",0.0476,0.088,0.948,0.048,0.004,0.888,0.093,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,334.0666,374.5647,"HEU","SOL","THERM","HEU-SOL-THERM"
"751","HEU-SOL-THERM-028-008",NA,1,0.0027,"HEU-SOL-THERM-028",0.048,0.0895,0.947,0.049,0.004,0.68,0.29,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,334.0666,374.5647,"HEU","SOL","THERM","HEU-SOL-THERM"
"752","HEU-SOL-THERM-028-009",NA,1,0.0049,"HEU-SOL-THERM-028",0.143,0.313,0.846,0.139,0.015,0.661,0.302,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,81.5856,91.4761,"HEU","SOL","THERM","HEU-SOL-THERM"
"753","HEU-SOL-THERM-028-010",NA,1,0.0053,"HEU-SOL-THERM-028",0.145,0.319,0.845,0.14,0.015,0.489,0.462,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,81.5856,91.4761,"HEU","SOL","THERM","HEU-SOL-THERM"
"754","HEU-SOL-THERM-028-011",NA,1,0.0051,"HEU-SOL-THERM-028",0.145,0.317,0.845,0.14,0.015,0.659,0.304,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,81.5856,91.4761,"HEU","SOL","THERM","HEU-SOL-THERM"
"755","HEU-SOL-THERM-028-012",NA,1,0.0046,"HEU-SOL-THERM-028",0.148,0.322,0.843,0.142,0.015,0.435,0.514,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,81.5856,91.4761,"HEU","SOL","THERM","HEU-SOL-THERM"
"756","HEU-SOL-THERM-028-013",NA,1,0.0058,"HEU-SOL-THERM-028",0.148,0.321,0.843,0.142,0.015,0.655,0.307,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,81.5856,91.4761,"HEU","SOL","THERM","HEU-SOL-THERM"
"757","HEU-SOL-THERM-028-014",NA,1,0.0046,"HEU-SOL-THERM-028",0.15,0.326,0.841,0.144,0.015,0.42,0.53,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,81.5856,91.4761,"HEU","SOL","THERM","HEU-SOL-THERM"
"758","HEU-SOL-THERM-028-015",NA,1,0.0064,"HEU-SOL-THERM-028",0.149,0.323,0.843,0.142,0.015,0.654,0.308,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,81.5856,91.4761,"HEU","SOL","THERM","HEU-SOL-THERM"
"759","HEU-SOL-THERM-028-016",NA,1,0.0052,"HEU-SOL-THERM-028",0.152,0.328,0.841,0.144,0.015,0.425,0.524,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,81.5856,91.4761,"HEU","SOL","THERM","HEU-SOL-THERM"
"760","HEU-SOL-THERM-028-017",NA,1,0.0066,"HEU-SOL-THERM-028",0.151,0.326,0.842,0.143,0.015,0.653,0.309,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,81.5856,91.4761,"HEU","SOL","THERM","HEU-SOL-THERM"
"761","HEU-SOL-THERM-028-018",NA,1,0.006,"HEU-SOL-THERM-028",0.153,0.331,0.84,0.145,0.015,0.451,0.5,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,81.5856,91.4761,"HEU","SOL","THERM","HEU-SOL-THERM"
"762","HEU-SOL-THERM-029-001",NA,1,0.0066,"HEU-SOL-THERM-029",0.156,0.335,0.838,0.147,0.015,0.646,0.315,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,81.5856,91.4761,"HEU","SOL","THERM","HEU-SOL-THERM"
"763","HEU-SOL-THERM-029-002",NA,1,0.0058,"HEU-SOL-THERM-029",0.156,0.335,0.838,0.147,0.015,0.501,0.444,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,81.5856,91.4761,"HEU","SOL","THERM","HEU-SOL-THERM"
"764","HEU-SOL-THERM-029-003",NA,1,0.0068,"HEU-SOL-THERM-029",0.158,0.34,0.836,0.148,0.016,0.482,0.466,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,81.5856,91.4761,"HEU","SOL","THERM","HEU-SOL-THERM"
"765","HEU-SOL-THERM-029-004",NA,1,0.0074,"HEU-SOL-THERM-029",0.165,0.353,0.831,0.153,0.016,0.448,0.5,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,81.5856,91.4761,"HEU","SOL","THERM","HEU-SOL-THERM"
"766","HEU-SOL-THERM-029-005",NA,1,0.0067,"HEU-SOL-THERM-029",0.168,0.358,0.829,0.155,0.016,0.446,0.503,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,81.5856,91.4761,"HEU","SOL","THERM","HEU-SOL-THERM"
"767","HEU-SOL-THERM-029-006",NA,1,0.0065,"HEU-SOL-THERM-029",0.168,0.357,0.83,0.154,0.016,0.458,0.492,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,81.5856,91.4761,"HEU","SOL","THERM","HEU-SOL-THERM"
"768","HEU-SOL-THERM-029-007",NA,1,0.0063,"HEU-SOL-THERM-029",0.167,0.354,0.831,0.153,0.016,0.478,0.473,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,81.5856,91.4761,"HEU","SOL","THERM","HEU-SOL-THERM"
"769","HEU-SOL-THERM-030-001",NA,1,0.0039,"HEU-SOL-THERM-030",0.0478,0.0891,0.947,0.048,0.004,0.887,0.094,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,334.0666,374.5647,"HEU","SOL","THERM","HEU-SOL-THERM"
"770","HEU-SOL-THERM-030-002",NA,1,0.0032,"HEU-SOL-THERM-030",0.0485,0.0922,0.946,0.05,0.004,0.746,0.227,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.8908,0.0021,0.0981,0,"Water (Light Water)","H/U",NA,334.0666,374.5647,"HEU","SOL","THERM","HEU-SOL-THERM"
